Oras,Judet,Numar,Tip Artera,Nume Artera,Suprafata construita,Suprafata teren,An constructie,Pret
Bucuresti,Bucuresti,1,Odai,Odai,120,250,2018,78000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,280,260,1936,270000
Bucuresti,Bucuresti,1,Strada,Strada Mures,516,440,2008,499000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Tudor Vladimirescu,360,1,2008,265000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,170,40,2007,329000
Bucuresti,Bucuresti,1,Strada,Strada Voineasa,105,225,2001,330000
Bucuresti,Bucuresti,1,Strada,Strada Istrate Oprea,75,260,2007,69300
Bucuresti,Bucuresti,1,Strada,Strada Gazelei,41,200,1910,55000
Bucuresti,Bucuresti,1,Strada,Strada Constantin Stere,240,190,2009,379000
Bucuresti,Bucuresti,1,Strada,Strada Calusei,155,350,1925,190000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,1,522,1890,1100000
Bucuresti,Bucuresti,1,Strada,Strada Ion Ghica,120,575,2005,9500
Bucuresti,Bucuresti,1,Strada,Strada Maior Ion Coravu,100,280,1940,300000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,350,220,2017,475000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,589,232,1936,990000
Bucuresti,Bucuresti,1,Strada,Strada Ferme F,425,1,2008,425000
Bucuresti,Bucuresti,1,Strada,Strada Oasului,130,257,2019,130000
Bucuresti,Bucuresti,1,Drumul,Drumul Gura Fagetului,110,1,2019,145000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Regina Maria,145,145,1936,130000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul George Cosbuc,360,120,1993,475000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,1,1,2000,100000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,165,250,2019,115000
Bucuresti,Bucuresti,1,Strada,Strada Aviator Popisteanu,234,400,1948,290000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,450,450,2000,850000
Bucuresti,Bucuresti,1,Vatra,Vatra Luminoasa,200,150,1940,295000
Bucuresti,Bucuresti,1,Strada,Strada Tokio,700,492,1948,3500000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,165,250,2019,115000
Bucuresti,Bucuresti,1,Ferentari,Ferentari,196,200,2000,158000
Bucuresti,Bucuresti,1,Piata,Piata Circul de Stat Globus,326,418,2000,595000
Bucuresti,Bucuresti,1,Strada,Strada Verii,140,150,2017,72000
Bucuresti,Bucuresti,1,Calea,Calea Bucurestilor,440,1,2009,537660
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,165,250,2019,115000
Bucuresti,Bucuresti,1,Baneasa,Baneasa,330,315,2007,550000
Bucuresti,Bucuresti,1,Strada,Strada Stelea Spatarul,101,112,1900,189850
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,300,701,1998,380000
Bucuresti,Bucuresti,1,Strada,Strada Carbunarilor,270,300,2019,330000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,"137,93",128,1950,170000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,95,95,2000,53000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,165,250,2019,115000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,32,32,2000,38000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Marasesti,45,128,1970,135000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,150,100,2014,119900
Bucuresti,Bucuresti,1,Odai,Odai,130,160,2017,67000
Bucuresti,Bucuresti,1,Vitan,Vitan,110,100,2000,130000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,165,250,2019,115000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,500,500,2000,320000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Berceni,210,120,2009,199000
Bucuresti,Bucuresti,1,13,13 Septembrie,220,220,1950,229000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Mihai Bravu,207,190,2009,159000
Bucuresti,Bucuresti,1,Trapezului,Trapezului,160,190,2018,83000
Bucuresti,Bucuresti,1,Strada,Strada Cezarescu Economu,65,300,2000,160000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,165,250,2019,115000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,140,140,2000,85500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,165,250,2019,115000
Bucuresti,Bucuresti,1,Strada,Strada Tokio,700,492,1948,3500000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,165,250,2019,115000
Bucuresti,Bucuresti,1,Damaroaia,Damaroaia,575,1,2000,540000
Bucuresti,Bucuresti,1,Strada,Strada Hotin,90,220,1967,82500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,165,250,2019,115000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,223,235,1940,287000
Bucuresti,Bucuresti,1,Vatra,Vatra Noua,122,256,2000,165000
Bucuresti,Bucuresti,1,Odai,Odai,140,400,2017,95000
Bucuresti,Bucuresti,1,Cotroceni,Cotroceni,200,316,1940,425000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,140,140,2000,85500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,150,150,2000,64500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,135,135,2000,91990
Bucuresti,Bucuresti,1,Prelungirea,Prelungirea Ghencea,170,300,2019,76500
Bucuresti,Bucuresti,1,Strada,Strada Vasile Lascar,90,108,1940,140000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Ionescu Sisesti Gheorghe,240,265,2010,260000
Bucuresti,Bucuresti,1,Tei,Tei,250,716,1940,330000
Bucuresti,Bucuresti,1,Odai,Odai,130,120,2017,72000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,170,200,2018,180000
Bucuresti,Bucuresti,1,Strada,Strada Prepelitei,170,90,2000,250000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,97,254,1937,350000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,500,500,2000,99000
Bucuresti,Bucuresti,1,Dorobanti,Dorobanti,430,250,1940,1389000
Bucuresti,Bucuresti,1,Strada,Strada Lt. Av. Gheorghe Caranda,178,200,1960,350000
Bucuresti,Bucuresti,1,Strada,Strada Sergent Vasile R. Sita,218,151,2000,100759
Bucuresti,Bucuresti,1,Odai,Odai,130,200,2017,64000
Bucuresti,Bucuresti,1,Strada,Strada Locotenent Victor Manu,148,170,1940,299000
Bucuresti,Bucuresti,1,Strada,Strada Tokio,700,492,1948,3500000
Bucuresti,Bucuresti,1,Damaroaia,Damaroaia,246,360,2016,420000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,200,200,2000,214000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,167,167,2000,245000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,100,100,2000,29800
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Lascar Catargiu,530,297,1930,1350000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,450,450,2000,875000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,300,220,1941,475000
Bucuresti,Bucuresti,1,Vatra,Vatra Noua,215,500,2003,320000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,79,79,2000,78500
Bucuresti,Bucuresti,1,Cotroceni,Cotroceni,144,71,1940,217000
Bucuresti,Bucuresti,1,Strada,Strada Costache Negri,750,400,2000,1699000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,241,241,1940,208000
Bucuresti,Bucuresti,1,Damaroaia,Damaroaia,95,390,1960,165000
Bucuresti,Bucuresti,1,Strada,Strada Vulturilor,700,600,2007,1350000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,120,120,2000,91499
Bucuresti,Bucuresti,1,Calea,Calea Bucurestilor,110,1,1942,119900
Bucuresti,Bucuresti,1,Soseaua,Soseaua Berceni,180,100,2000,125000
Bucuresti,Bucuresti,1,Odai,Odai,120,100,2018,68000
Bucuresti,Bucuresti,1,Strada,Strada Levantica,81,79,1930,99000
Bucuresti,Bucuresti,1,Strada,Strada Walter Maracineanu,350,280,1930,539000
Bucuresti,Bucuresti,1,Strada,Strada Miraslau,216,200,2000,300000
Bucuresti,Bucuresti,1,Odai,Odai,125,250,2018,67000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,250,250,2000,155000
Bucuresti,Bucuresti,1,Dorobanti,Dorobanti,638,255,1930,1900000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,520,200,2000,575000
Bucuresti,Bucuresti,1,Piata,Piata Circul de Stat Globus,326,418,2000,595000
Bucuresti,Bucuresti,1,Odai,Odai,130,100,2018,62000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,450,450,2000,785000
Bucuresti,Bucuresti,1,Odai,Odai,140,250,2019,71000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,365,365,2000,1430000
Bucuresti,Bucuresti,1,Strada,Strada Tokio,700,492,1948,3500000
Bucuresti,Bucuresti,1,Odai,Odai,120,220,2017,59900
Bucuresti,Bucuresti,1,Ghencea,Ghencea,130,250,2018,79000
Bucuresti,Bucuresti,1,Bucurestii,Bucurestii Noi,800,6,2000,599000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,45,45,2000,57000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,382,382,2000,600000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Alexandriei,160,200,2019,60000
Bucuresti,Bucuresti,1,Vatra,Vatra Noua,185,250,2013,299000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,294,224,1941,475000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,250,250,2000,390000
Bucuresti,Bucuresti,1,Strada,Strada Eretelui,300,250,2005,250000
Bucuresti,Bucuresti,1,Progresul,Progresul,198,318,2008,167000
Bucuresti,Bucuresti,1,Strada,Strada Locotenent Victor Manu,148,170,1940,299000
Bucuresti,Bucuresti,1,Strada,Strada Caporal Costescu Petre,364,300,2007,249000
Bucuresti,Bucuresti,1,Grivita,Grivita,227,134,1936,295000
Bucuresti,Bucuresti,1,Odai,Odai,135,150,2017,67000
Bucuresti,Bucuresti,1,Strada,Strada Locotenent Victor Manu,200,180,1960,220000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,157,100,1950,238000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,390,390,2000,370000
Bucuresti,Bucuresti,1,Drumul,Drumul Maracineni,135,250,2019,105000
Bucuresti,Bucuresti,1,Odai,Odai,180,200,2017,65900
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,525,300,1930,800000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,430,200,1974,360000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,250,250,2000,210000
Bucuresti,Bucuresti,1,Strada,Strada Pictor Rafael Sanzio,150,150,1940,119000
Bucuresti,Bucuresti,1,Strada,Strada Constantin Daniel,245,220,1941,475000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,96,90,2008,90000
Bucuresti,Bucuresti,1,Odai,Odai,265,440,2010,200000
Bucuresti,Bucuresti,1,Grivita,Grivita,159,360,1970,160000
Bucuresti,Bucuresti,1,Strada,Strada Eretelui,300,250,2005,250000
Bucuresti,Bucuresti,1,Odai,Odai,330,600,2018,140000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,246,300,2019,330000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,350,340,1930,1400000
Bucuresti,Bucuresti,1,Odai,Odai,130,250,2019,92000
Bucuresti,Bucuresti,1,Piata,Piata Romana,460,300,2000,2000000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,120,120,2000,75000
Bucuresti,Bucuresti,1,Dorobanti,Dorobanti,683,190,2006,984000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,127,125,2019,84500
Bucuresti,Bucuresti,1,Strada,Strada Tokio,700,492,1948,3500000
Bucuresti,Bucuresti,1,Strada,Strada Levantica,138,210,1960,270000
Bucuresti,Bucuresti,1,Odai,Odai,140,150,2017,69000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,240,240,2000,275000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,160,260,1950,280000
Bucuresti,Bucuresti,1,Strada,Strada Stefan Voda,180,200,2019,110000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Alexandriei,120,200,2019,69990
Bucuresti,Bucuresti,1,Militari,Militari,235,370,2014,249900
Bucuresti,Bucuresti,1,Strada,Strada Tineretului,190,600,2012,285000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,90,156,1994,83000
Bucuresti,Bucuresti,1,Odai,Odai,131,200,2019,78000
Bucuresti,Bucuresti,1,Odai,Odai,140,250,2017,75000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,220,220,2000,125000
Bucuresti,Bucuresti,1,Vatra,Vatra Luminoasa,93,161,1938,265000
Bucuresti,Bucuresti,1,Strada,Strada Abus,203,330,2010,184500
Bucuresti,Bucuresti,1,Strada,Strada Radu Calomfirescu,900,912,1900,900000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,360,360,2000,725000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,91,227,2009,400000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,93,93,2000,55000
Bucuresti,Bucuresti,1,Strada,Strada Soimarestilor,80,140,1940,180000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,208,208,2000,90000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,140,140,2000,119000
Bucuresti,Bucuresti,1,Ghencea,Ghencea,145,200,2018,69000
Bucuresti,Bucuresti,1,Dristor,Dristor,100,100,2020,130000
Bucuresti,Bucuresti,1,Strada,Strada Pucheni,98,300,1960,94000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,170,65,2000,125000
Bucuresti,Bucuresti,1,Strada,Strada Nandru,130,100,2019,75900
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,69,69,2000,30000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,"718,24",532,1910,4000000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,80,80,2000,350000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,200,180,1925,250000
Bucuresti,Bucuresti,1,Odai,Odai,140,150,2019,72000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,200,200,2000,95000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,297,297,2000,288000
Bucuresti,Bucuresti,1,Strada,Strada Ferme F,676,1,2018,549000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,45,130,1938,66800
Bucuresti,Bucuresti,1,Ghencea,Ghencea,140,150,2019,95000
Bucuresti,Bucuresti,1,Strada,Strada Cornelia,78,164,1977,110000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,624,321,1920,750000
Bucuresti,Bucuresti,1,Odai,Odai,150,300,2019,78500
Bucuresti,Bucuresti,1,Odai,Odai,135,160,2019,79000
Bucuresti,Bucuresti,1,Vatra,Vatra Luminoasa,220,230,1957,295000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,339,339,2000,185000
Bucuresti,Bucuresti,1,Odai,Odai,140,400,2018,95000
Bucuresti,Bucuresti,1,Strada,Strada Caporal Costescu Petre,364,300,2007,249000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,121,121,2000,115000
Bucuresti,Bucuresti,1,Drumul,Drumul Maracineni,145,250,2018,98500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,150,150,2000,139000
Bucuresti,Bucuresti,1,Giurgiului,Giurgiului,250,190,2005,214000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,108,108,2000,85400
Bucuresti,Bucuresti,1,Ferentari,Ferentari,188,188,2004,99500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,100,160,2019,79900
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,115,115,2000,96000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,80,80,2000,84500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,110,110,2000,178000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,126,126,2000,119900
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,75,75,2000,18000
Bucuresti,Bucuresti,1,Strada,Strada Izbiceni,63,279,1970,129500
Bucuresti,Bucuresti,1,Cotroceni,Cotroceni,750,400,1935,1750000
Bucuresti,Bucuresti,1,Vatra,Vatra Noua,122,256,2000,165000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,330,330,2000,188000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,116,116,2000,113000
Bucuresti,Bucuresti,1,Vatra,Vatra Luminoasa,200,150,1940,295000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,280,280,2000,120000
Bucuresti,Bucuresti,1,Strada,Strada Izbiceni,63,279,1970,129500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,150,48,1940,264000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,120,120,2000,135000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,140,140,2000,109000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,220,220,2000,310000
Bucuresti,Bucuresti,1,Ghencea,Ghencea,145,200,2018,70000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,105,105,2000,53000
Bucuresti,Bucuresti,1,Ghencea,Ghencea,125,220,2018,67000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,240,240,2000,330000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,800,800,2000,77000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,189,360,1900,145000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,4,4,2000,295000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,75,75,2000,75000
Bucuresti,Bucuresti,1,Odai,Odai,140,150,2017,65000
Bucuresti,Bucuresti,1,Odai,Odai,140,300,2019,96000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,80,80,2000,60000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,265,265,2000,238000
Bucuresti,Bucuresti,1,Odai,Odai,140,150,2017,69000
Bucuresti,Bucuresti,1,Strada,Strada Ferme F,676,1,2018,549000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,300,240,2000,320000
Bucuresti,Bucuresti,1,Strada,Strada Lt. Col. Constantin Marinescu,100,337,1960,180000
Bucuresti,Bucuresti,1,Strada,Strada Tokio,700,492,1948,3500000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,4,4,2000,29000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,112,595,2012,237000
Bucuresti,Bucuresti,1,Giurgiului,Giurgiului,60,100,1955,109000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,300,240,2000,320000
Bucuresti,Bucuresti,1,Vitan,Vitan,500,420,2008,480000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Tudor Vladimirescu,117,400,2019,67500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,150,150,2000,131000
Bucuresti,Bucuresti,1,Odai,Odai,130,120,2017,65000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,450,450,2000,785000
Bucuresti,Bucuresti,1,Drumul,Drumul Cheile Turzii,125,52,2019,125000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Alexandriei,330,846,2000,309900
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,100,100,2000,145000
Bucuresti,Bucuresti,1,Damaroaia,Damaroaia,63,280,1970,129500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,70,70,2000,29000
Bucuresti,Bucuresti,1,Odai,Odai,130,200,2016,69500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,300,300,2000,110000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,150,150,2000,149000
Bucuresti,Bucuresti,1,Odai,Odai,145,150,2017,68000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,161,60,2019,125000
Bucuresti,Bucuresti,1,Strada,Strada Toamnei,135,250,2019,95000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,500,500,2000,285000
Bucuresti,Bucuresti,1,Platforma,Platforma industriala Pipera,520,540,2009,550000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,450,450,2000,860000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,130,130,2000,85500
Bucuresti,Bucuresti,1,Strada,Strada Mitropolit Varlaam,108,300,1960,135000
Bucuresti,Bucuresti,1,Soseaua,Soseaua Viilor,90,156,1994,85000
Bucuresti,Bucuresti,1,Odai,Odai,145,250,2016,77000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,123,123,2000,105000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,186,186,2000,110000
Bucuresti,Bucuresti,1,Baicului,Baicului,240,110,2006,449000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,240,240,2000,25000
Bucuresti,Bucuresti,1,Strada,Strada Cornescu,360,260,2005,850000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Ion Mihalache,134,205,1960,165000
Bucuresti,Bucuresti,1,Strada,Strada Matei Basarab,61,100,1940,71300
Bucuresti,Bucuresti,1,Odai,Odai,145,140,2018,63500
Bucuresti,Bucuresti,1,Strada,Strada Soimarestilor,80,140,1940,180000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,450,400,1940,790000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,150,150,2000,139000
Bucuresti,Bucuresti,1,Rahova,Rahova,500,287,2010,329500
Bucuresti,Bucuresti,1,Militari,Militari,160,160,2000,111000
Bucuresti,Bucuresti,1,Strada,Strada Alunului,135,150,2018,73500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,181,181,2000,85700
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,57,57,2000,135000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,450,450,2000,750000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,750,100,1940,1100000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,250,250,2000,163000
Bucuresti,Bucuresti,1,Strada,Strada Justitiei,236,262,1930,259000
Bucuresti,Bucuresti,1,Strada,Strada Amicitiei,192,192,1972,79000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,129,280,1942,160000
Bucuresti,Bucuresti,1,Rahova,Rahova,140,220,2019,73000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,120,120,2000,68000
Bucuresti,Bucuresti,1,Piata,Piata Circul de Stat Globus,326,418,2000,595000
Bucuresti,Bucuresti,1,Strada,Strada Plaiul Foii,220,40,2019,205000
Bucuresti,Bucuresti,1,Strada,Strada Agricultori,310,150,2005,350000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,70,70,2000,185000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,120,125,2017,89900
Bucuresti,Bucuresti,1,Soseaua,Soseaua Gheorghe Ionescu Sisesti,154,500,2003,320000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,280,280,2000,129500
Bucuresti,Bucuresti,1,Strada,Strada Theodor D. Sperantia,796,530,1934,730000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,150,150,2000,125000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,175,175,2000,72000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,256,256,2000,99000
Bucuresti,Bucuresti,1,Strada,Strada Dionisie Lupu,425,395,1940,405000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,54,54,2000,43000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,54,54,2000,43000
Bucuresti,Bucuresti,1,Grivita,Grivita,159,360,1970,160000
Bucuresti,Bucuresti,1,Odai,Odai,125,100,2017,64000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,400,400,2000,40000
Bucuresti,Bucuresti,1,Odai,Odai,150,100,2017,65000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,370,370,2000,980000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,27,27,2000,20000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,365,365,2000,375000
Bucuresti,Bucuresti,1,Strada,Strada Liveni,160,156,2008,230000
Bucuresti,Bucuresti,1,Strada,Strada Ghiculeasa Maria,180,231,1940,320000
Bucuresti,Bucuresti,1,Strada,Strada Doamna Ghica,176,110,2007,198000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,417,417,2000,375000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,230,230,2000,45000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,103,103,2000,100000
Bucuresti,Bucuresti,1,Salajan,Salajan,190,450,2008,265000
Bucuresti,Bucuresti,1,Strada,Strada Soimarestilor,80,140,1940,180000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,115,115,2000,120000
Bucuresti,Bucuresti,1,Strada,Strada Alunisului,800,790,2000,649500
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,140,140,2000,135000
Bucuresti,Bucuresti,1,Strada,Strada Tuzla,215,80,2010,410000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,225,225,2000,198000
Bucuresti,Bucuresti,1,Andronache,Andronache,120,100,2016,116000
Bucuresti,Bucuresti,1,Odai,Odai,145,240,2017,70000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,107,107,2000,99999
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,500,500,2000,175000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,454,200,2019,1190000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,100,100,2000,279000
Bucuresti,Bucuresti,1,Cotroceni,Cotroceni,100,187,1941,360000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,65,65,2000,95000
Bucuresti,Bucuresti,1,Strada,Strada Oasului,130,257,2019,130000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,142,142,2000,185000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,174,174,2000,115000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,170,170,2000,149999
Bucuresti,Bucuresti,1,Electronicii,Electronicii,264,249,2016,290000
Bucuresti,Bucuresti,1,Bulevardul,Bulevardul Nicolae Grigorescu,52,300,1960,91000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,210,210,2000,220000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,700,700,2000,1800000
Bucuresti,Bucuresti,1,Aparatorii,Aparatorii Patriei,200,60,2018,190000
Bucuresti,Bucuresti,1,Strada,Strada Miraslau,216,200,2000,300000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,130,130,2000,110000
Bucuresti,Bucuresti,1,Hala,Hala Traian,600,440,2000,630000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 1,700,360,1935,1400000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 6,310,310,2000,135000
Bucuresti,Bucuresti,1,Strada,Strada Kepler K. Johanes,450,300,2002,545000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 3,155,155,2000,147000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 4,1,1,2000,34250
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,162,80,2002,150000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 2,280,280,2000,400000
Bucuresti,Bucuresti,1,Sectorul,Sectorul 5,213,213,2000,57000
Bucuresti,Bucuresti,1,Colentina,Colentina,250,157,2008,250000
